,증상,제품명,효능,복용법
4,강직,스코펜정400밀리그램(이부프로펜),"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg), 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다. 연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며, 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg), 1일 3~4회 복용합니다.11~14세는 1회 200~250 mg, 7~10세는 1회 150~-200 mg, 3~6세는 1회 100~150 mg, 1~ 2세는 1회 50~100 mg을 1일 3~4회 경구투여합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg을 초과해서는 안되며 공복시 복용은 피하는 것이 바람직합니다.권장용량을 초과하여 복용하지 마십시오."
5,강직,이부펜200밀리그람정(이부프로펜),"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에는 1회 1~3정(200~600 mg) 1일 3~4회 1일 최고 16정(3,200 mg)까지 복용할 수 있으며, 연소성 류마티양 관절염에는 1일 체중 kg당 30~40 mg을 3~4회 분할 복용, 경증 및 중등도의 동통이나 감기에는 성인 1회 1~2정(200~400 mg) 1일 3~4회 복용합니다."
6,강직,"이텍스이부프로펜정400mg(수출명:IPRO,ILJINIBUPROPENTabs.)","이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg), 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다. 연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며, 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg), 1일 3~4회 복용합니다.11~14세는 1회 200~250 mg, 7~10세는 1회 150~-200 mg, 3~6세는 1회 100~150 mg, 1~ 2세는 1회 50~100 mg을 1일 3~4회 경구투여합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg을 초과해서는 안되며 공복시 복용은 피하는 것이 바람직합니다.권장용량을 초과하여 복용하지 마십시오."
7,강직,어린이부루펜시럽(이부프로펜),"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","11~14세는 1회 200~250 mg (10~13 mL), 7~10세는 1회 150~200 mg (8~10 mL), 3~6세는 1회 100~150 mg (5~8 mL), 1~ 2세는 1회 50~100 mg (3~5 mL)을 1일 3~4회 복용합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg (25 mL)을 초과해서는 안되며 공복시 투여는 피하는 것이 바람직합니다."
8,강직,캐롤시럽(이부프로펜),"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","11~14세는 1회 200~250 mg (10~13 mL), 7~10세는 1회 150~200 mg (8~10 mL), 3~6세는 1회 100~150 mg (5~8 mL), 1~ 2세는 1회 50~100 mg (3~5 mL)을 1일 3~4회 복용합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg (25 mL)을 초과해서는 안되며 공복시 투여는 피하는 것이 바람직합니다."
9,강직,아낙스정(나프록센나트륨),"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 통증에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염에 성인은 1회 1~2정(275~550 mg), 1일 2회(12시간마다), 급성통풍에는 초회량(처음 복용량)으로 3정(825 mg) 복용하고 발작이 없어질때까지 8시간 간격으로 1정(275 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에는 초회량(처음 복용량)으로 2정(550 mg)을 복용한 후 6~8시간간격으로 1정(275 mg)씩 복용하고 1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다. 편두통에는 초회량(처음 복용량)으로 3정(825 mg)을 복용하고 필요하면 1일 1~2정(275~550 mg)을 더 복용할 수 있으며 초회량(처음 복용량)의 복용 30분 후에 복용합니다.1일 총용량이 5정(1,375 mg)을 초과하지 않도록 합니다."
0,갱년기,오로페롤연질캡슐100밀리그램(토코페롤아세테이트),"이 약은 비타민 E 결핍증, 말초순환기능 장애 및 갱년기시 어깨·목 결림, 수족저림(손발저림)·수족냉증(손발이 차가움), 간헐성 파행증(이따금 절뚝거림), 동상 등 증상의 완화에 사용합니다.","성인은 비타민 E로서 1일 50 IU~1,000 IU를 복용합니다."
1,갱년기,그랑페롤연질캡슐400아이유(비타민이프리퍼레이션)(군납명:토코페롤연질캡슐400아이유100캡슐),"이 약은 비타민 E 결핍증, 말초순환기능 장애 및 갱년기시 어깨·목 결림, 수족저림(손발저림)·수족냉증(손발이 차가움), 간헐성 파행증(이따금 절뚝거림), 동상 등 증상의 완화에 사용합니다.","성인은 비타민 E로서 1일 50 IU～1,000 IU를 복용합니다."
2,갱년기,하노백연질캡슐1000아이유(비타민이),"이 약은 비타민 E 결핍증, 말초순환기능 장애 및 갱년기시 어깨·목 결림, 수족저림(손발저림)·수족냉증(손발이 차가움), 간헐성 파행증(이따금 절뚝거림), 동상 등 증상의 완화에 사용합니다.","성인은 비타민 E로서 1일 50 IU～1,000 IU를 복용합니다."
3,갱년기,그랑페롤연질캡슐1000아이유(비타민이프리퍼레이션),"이 약은 비타민 E 결핍증, 말초순환기능 장애 및 갱년기시 어깨·목 결림, 수족저림(손발저림)·수족냉증(손발이 차가움), 간헐성 파행증(이따금 절뚝거림), 동상 등 증상의 완화에 사용합니다.","성인은 비타민 E로서 1일 50~1,000 IU를 복용합니다."
4,갱년기,톨시렌연질캡슐,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 A, C, E의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 말초혈행장애 및 갱년기 시 어깨ㆍ목결림, 수족저림ㆍ수족냉증(손발이 차가움) 증상의 완화, 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸 출혈ㆍ비출혈(코피) 예방에 사용합니다.","성인은 1회 1캡슐씩, 1일 1회 식후에 복용합니다."
5,갱년기,바로코민정,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 B1, B2, B6, C, E의 보급과 말초혈핼장애 및 갱년기시 어깨ㆍ목결림, 수족저림, 수족냉증 증상의 완화, 신경통, 근육통, 관절통(요통, 견통 등) 증상의 완화, 각기, 눈의 피로에 사용합니다.","성인은 1회 1정씩, 1일 1~2회 복용합니다."
6,갱년기,씨이멕스연질캡슐,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 C, E의 보급과 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈ㆍ비출혈(코피) 예방, 말초혈행장애 및 갱년기시 어깨ㆍ목결림, 수족저림ㆍ수족냉증(손발이 차가움) 증상의 완화에 사용합니다.","성인 및 13세 이상은 1회 1캡슐씩, 1일 2회 복용합니다."
7,갱년기,쎄레톱씨연질캡슐,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 A, C, E의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 말초혈행장애 및 갱년기 시 어깨ㆍ목결림, 수족저림ㆍ수족냉증(손발이 차가움) 증상의 완화, 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸 출혈ㆍ비출혈(코피) 예방에 사용합니다.","성인은 1회 1캡슐씩, 1일 1회 식후에 복용합니다."
8,갱년기,로비탈연질캡슐,"이 약은 육체피로, 임신∙수유기, 병중∙병후의 체력 저하 시, 노년기의 비타민 B1, B2, B6, C, E의 보급과 말초혈행장애 및 갱년기시 어깨ㆍ목결림, 수족저림, 수족냉증 증상의 완화에 사용합니다.","성인은 1회 1캡슐씩, 1일 3회 복용합니다."
9,갱년기,로페랄연질캡슐,"이 약은 육체피로, 임신∙수유기, 병중∙병후의 체력 저하 시, 노년기의 비타민 B1, B2, B6, C, E의 보급과 말초혈행장애 및 갱년기시 어깨ㆍ목결림, 수족저림, 수족냉증 증상의 완화에 사용합니다.","성인은 1회 1캡슐씩, 1일 3회 복용합니다."
0,거담,엘도스캡슐(에르도스테인),이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용 시 연속으로 10일 이상 복용하지 않습니다.
1,거담,엘도란트캡슐(에르도스테인),이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용 시 연속으로 10일 이상 복용하지 않습니다.
2,거담,엘펙트캡슐(에르도스테인),이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용 시 연속으로 10일 이상 복용하지 않습니다.
3,거담,알도스텐캡슐300밀리그램(에르도스테인),이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용 시 연속으로 10일 이상 복용하지 않습니다.
4,거담,이알디캡슐(에르도스테인),이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용 시 연속으로 10일 이상 복용하지 않습니다.
5,거담,도스틴캡슐(에르도스테인),이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용 시 연속으로 10일 이상 복용하지 않습니다.
6,거담,엔디스캡슐(에르도스테인),이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용 시 연속으로 10일 이상 복용하지 않습니다.
7,거담,엘부날캡슐(에르도스테인),이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용 시 연속으로 10일 이상 복용하지 않습니다.
8,거담,엘스테인캡슐(에르도스테인),이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용 시 연속으로 10일 이상 복용하지 않습니다.
9,거담,엘도테인캡슐(에르도스테인)(수출명:AldoteinCaps.),이 약은 급ㆍ만성 호흡기질환에서의 점액용해 및 거담에 사용합니다.,성인은 1회 1캡슐(300 mg)을 1일 2~3회 복용합니다.급성 호흡기질환에 복용 시 연속으로 10일 이상 복용하지 않습니다.
0,건염,낙센정(나프록센),"이 약은 류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증과 활액(윤활)낭염, 골격근장애(삠, 타박상, 상처, 허리통증), 수술후 통증, 편두통, 발치(이를 뽑음)후 통증에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염에 성인은 1회 1~2정(250~500 mg) 1일 2회(12시간마다), 급성통풍에 성인은 초회량(처음 복용량)으로 3정(750 mg) 복용하고 발작이 없어질 때까지 8시간 간격으로 1정(250 mg)을 복용, 골격근장애, 수술후 동통(통증), 발치(이를 뽑음)후 동통(통증), 월경곤란증, 건염(힘줄염), 활액(윤활)낭염에 성인은 초회량(처음 복용량)으로 2정(500 mg)을 복용한 후 6~8시간 간격으로 1정(250 mg)씩 복용하고 1일 총용량이 5정(1250 mg)을 초과하지 않도록 합니다.편두통에 성인은 초회량(처음 복용량)으로 3정(750 mg)을 복용하고 필요하면 1일 1~2정(250-500 mg)을 더 투여할 수 있으며 초회량(처음 복용량)의 투여 30분 후에 투여합니다. 1일 총용량이 5정(1250 mg)을 초과하지 않도록 합니다."
1,건염,부루펜정200밀리그램(이부프로펜),"이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","성인은 류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에는 1회 1~3정(200~600 mg) 1일 3~4회 1일 최고 16정(3,200 mg)까지 복용할 수 있으며, 연소성 류마티양 관절염에는 1일 체중 kg당 30~40 mg을 3~4회 분할 복용, 경증 및 중등도의 동통이나 감기에는 성인 1회 1~2정(200~400 mg) 1일 3~4회 복용합니다."
